dist_name,spec,n_events,prop_excitation_mean,alpha_mean,alpha_p_pos,a_0_mean,w_mean_pop_density,w_mean_med_inc_avg,w_mean_lep_density,w_mean_edu_hs_avg,w_mean_ndvi_mean_4yr,w_mean_RLD,w_mean_RMD,w_mean_RHD,w_mean_use_com,w_mean_use_civ,w_mean_I,w_mean_T,w_mean_GW,w_mean_vac_area,w_mean_landcare_area,w_mean_alloc_avg_d_cnt,w_mean_alloc_avg_s_cnt,w_mean_unique_device_ratio_aw,w_mean_betweenness_avg_w,w_mean_pagerank_avg_w,beta_mean,gamma_mean,loglik_mean,sigmax_2_mean,a_0_lo,a_0_hi,status,error,runtime_sec,offset_coef_mean,offset_coef_lo,offset_coef_hi,corrected_level_mean
South,offset_free,13742,7.05793863744475e-05,0.19922888278961182,1.0,-0.8111679553985596,0.05032092332839966,-0.17076580226421356,-0.04818044602870941,-0.21581830084323883,0.03475012630224228,1.1801363229751587,0.13797098398208618,-0.11433515697717667,0.2405131459236145,-1.3954970836639404,-0.23850202560424805,-0.22592060267925262,-0.5222562551498413,1.0755550861358643,0.15838731825351715,0.344972163438797,-0.7897648811340332,-0.06587383151054382,0.07070118188858032,0.05225140228867531,0.0004972381866537035,1.205423355102539,32951.92578125,0.21099239587783813,-1.070285677909851,-0.5374119877815247,fit,,54.8,0.05171621963381767,0.0004744849866256118,0.10261788219213486,-5.302851
North,baseline,15737,0.7787900567054749,0.9994121193885803,1.0,-0.5326357483863831,0.029972022399306297,0.041060544550418854,-0.037877053022384644,-0.0767005980014801,0.03430764004588127,-1.9385380744934082,-0.19603975117206573,0.041361771523952484,-0.4828529357910156,-1.3758851289749146,-1.0214577913284302,1.0026538372039795,-0.5839869379997253,-0.11696460843086243,0.03914773091673851,1.426186442375183,-1.674312949180603,-0.09411799907684326,-0.03462355583906174,-0.0819900631904602,48.274845123291016,15.8085355758667,73823.8828125,6.870208017062396e-05,-0.9599258899688721,-0.09384609013795853,fit,,184.8,,,,-4.576576
North,offset_fixed,15737,0.7788650393486023,0.999412477016449,1.0,-0.6527289152145386,-0.11174574494361877,-0.0168608445674181,0.0032149595208466053,-0.0637013167142868,0.023687591776251793,-1.9521350860595703,-0.4987240433692932,0.22372402250766754,-0.6057072877883911,-1.3301811218261719,-1.0309799909591675,0.9597479104995728,-0.5529851317405701,-0.09935097396373749,0.04527566209435463,1.9733843803405762,-1.1292744874954224,-0.2183746099472046,-0.044720254838466644,-0.09433040022850037,48.28314208984375,15.812207221984863,73713.4375,6.875209510326385e-05,-1.0915459394454956,-0.2021021842956543,fit,,68.3,,,,-4.576576
North,offset_free,15737,6.393369403667748e-05,0.19272544980049133,1.0,-0.7676360011100769,0.09471667557954788,0.09586383402347565,0.010925662703812122,-0.08355075865983963,-0.08242167532444,-1.399835228919983,-0.38853615522384644,-0.055407412350177765,-0.4010773301124573,-1.3357008695602417,-0.8984980583190918,0.9626612067222595,-0.5369794964790344,-0.06775785982608795,0.06778983026742935,2.1135852336883545,-2.4178624153137207,-0.14746858179569244,-0.10104666650295258,-0.1928628534078598,0.0005132635706104338,1.2069097757339478,35322.171875,0.20933394134044647,-1.0088106393814087,-0.512836754322052,fit,,134.8,0.16383567452430725,0.09130668640136719,0.23578089475631714,-4.576576
Lower South,baseline,211,0.079832524061203,0.8977004885673523,1.0,-0.24341981112957,-0.1694418340921402,-0.7310473918914795,0.7225107550621033,1.2013682126998901,0.8375269770622253,0.0487491600215435,0.12331055104732513,0.10916593670845032,-0.10792297124862671,0.10736900568008423,-0.014240161515772343,0.03462273254990578,-0.22655810415744781,0.2330121099948883,0.4124385714530945,-0.24878327548503876,0.09902913868427277,0.2549731135368347,-0.16679365932941437,-0.015343140810728073,0.04144711419939995,0.05769699811935425,551.7566528320312,2.804907741738802e-20,-0.43497422337532043,-0.04671020433306694,fit,,18.8,,,,-6.742081
Lower South,offset_fixed,211,0.4282117187976837,0.544572651386261,1.0,-1.2622427940368652,-1.472802758216858,-0.5731059908866882,-1.623521327972412,0.5915359854698181,-0.05380877107381821,0.7220392823219299,0.35821279883384705,0.16662158071994781,-0.3724631369113922,-0.016230616718530655,0.6003568172454834,-1.0097521543502808,-0.043931372463703156,-0.2764134705066681,-0.9240761399269104,0.1962597370147705,0.5387870073318481,-0.10230986773967743,-0.5004305839538574,-0.05635678768157959,4.433272838592529,1.43605637550354,23.07375717163086,4.506555706029758e-05,-2.09649395942688,-0.40553954243659973,fit,,11.4,,,,-6.742081
Lower South,offset_free,211,0.2857989966869354,0.3533525764942169,1.0,-1.2974767684936523,-0.9651584029197693,-0.5960388779640198,-1.17910635471344,0.7018791437149048,-0.5093962550163269,0.8516010046005249,0.347079873085022,0.309312641620636,-0.6571772694587708,-0.07269846647977829,0.19130031764507294,-0.3867819011211395,-0.09118334949016571,-0.28780439496040344,-0.8687352538108826,0.13750159740447998,0.09721779823303223,0.2483193725347519,-0.3682188391685486,-0.43045175075531006,3.505436897277832,1.1916183233261108,1301.1949462890625,6.163249719594157e-20,-2.0777711868286133,-0.4731016457080841,fit,,7.9,0.08085649460554123,-0.13158918917179108,0.3030943274497986,-6.742081
Lower Northeast,baseline,4932,0.6559438705444336,0.9682087302207947,1.0,-0.5912071466445923,0.05048716813325882,-0.04263407737016678,-0.014623514376580715,0.037447404116392136,0.08991772681474686,0.42743077874183655,0.5093675851821899,-0.07810419797897339,0.14821942150592804,0.07172118872404099,-0.40610769391059875,-3.2641422748565674,-0.24604378640651703,0.42923703789711,-0.7382334470748901,-0.4451623857021332,1.118292212486267,0.23763594031333923,-0.09381202608346939,0.1527012288570404,22.745553970336914,7.498080253601074,14240.8681640625,5.987344775348902e-05,-1.172629952430725,0.005863211117684841,fit,,15.7,,,,-5.437422
Lower Northeast,offset_fixed,4932,0.6559863090515137,0.9682679176330566,1.0,-0.5722176432609558,0.012436668388545513,-0.043251194059848785,-0.0748952105641365,0.03650185838341713,-0.10893920809030533,0.18373171985149384,0.3736010789871216,0.08184950798749924,0.17957189679145813,0.09479400515556335,-0.5284899473190308,-3.1953935623168945,-0.25914230942726135,0.27707040309906006,-0.9185872673988342,0.44632086157798767,1.5733929872512817,0.10351625829935074,0.01310777012258768,0.16935212910175323,22.75509262084961,7.502118110656738,14255.8359375,5.9902260545641184e-05,-1.1458220481872559,0.016824066638946533,fit,,13.5,,,,-5.437422
Lower Northeast,offset_free,4932,0.0002006303984671831,0.20249313116073608,1.0,-0.7586840987205505,0.04077133908867836,0.03199087083339691,-0.03327779844403267,0.020935775712132454,-0.05840572714805603,0.08937907963991165,0.3152553141117096,0.056151457130908966,0.21427612006664276,-0.05527755990624428,-0.6404992938041687,-2.6794817447662354,-0.3049846887588501,0.0035348692908883095,-0.23202919960021973,0.4922732412815094,1.360608696937561,0.11246694624423981,-0.03566949814558029,0.17244505882263184,0.0014164495514705777,1.1992583274841309,5897.75390625,0.2059847116470337,-1.1984286308288574,-0.2940972149372101,fit,,13.5,0.6903022527694702,0.552370548248291,0.8149266839027405,-5.437422
Central Northeast,baseline,1610,0.4493628442287445,0.5994038581848145,1.0,-0.8558974266052246,-0.1158822700381279,-0.4197152853012085,0.27350375056266785,0.45746102929115295,-0.12059081345796585,0.2013389766216278,-0.043188758194446564,0.0006373340729624033,-0.0982092022895813,-0.12656158208847046,-0.2501693367958069,0.2666953206062317,-1.5243241786956787,0.6524168252944946,0.29452890157699585,-0.24358178675174713,-0.13261030614376068,0.19004587829113007,0.010177367366850376,0.014395744539797306,9.14011001586914,2.0634372234344482,8077.01953125,0.0001174977733171545,-1.2526084184646606,-0.4485098719596863,fit,,15.5,,,,-6.571697
Central Northeast,offset_fixed,1610,0.42468246817588806,0.5490082502365112,1.0,-0.39691174030303955,-0.10896848887205124,-0.3567276895046234,0.14852766692638397,0.4592481851577759,0.044964637607336044,-0.06155775859951973,-0.1557772159576416,0.05039291828870773,-0.007521200459450483,-0.047884486615657806,-0.05435784161090851,0.05326801538467407,-0.7457419037818909,0.5043867230415344,0.4358865022659302,-0.21225103735923767,0.05172247439622879,-0.1290559023618698,0.08509498089551926,-0.22675345838069916,9.29713249206543,1.875756859779358,18619.11328125,3.465927156275533e-20,-0.5967240929603577,-0.19172188639640808,fit,,11.4,,,,-6.571697
Central Northeast,offset_free,1610,0.42466089129447937,0.55850750207901,1.0,-0.3669174611568451,-0.09880775213241577,-0.3556841015815735,0.22253689169883728,0.4061135947704315,0.06803029030561447,0.039440590888261795,-0.12731419503688812,0.03750215098261833,-0.014427182264626026,-0.07650648802518845,-0.09434198588132858,0.06162897124886513,-0.8813574314117432,0.4663023352622986,0.43395406007766724,-0.2808394134044647,-0.007047254126518965,-0.004151450470089912,0.0674424022436142,-0.14144295454025269,8.863264083862305,1.9597903490066528,18338.20703125,6.525828185235438e-20,-0.5425162315368652,-0.18139861524105072,fit,,12.2,0.49874264001846313,0.31811201572418213,0.6726807355880737,-6.571697
West,baseline,8906,0.7024065256118774,0.9975644946098328,1.0,-0.1039939746260643,0.08455054461956024,-0.41114288568496704,-0.04001488536596298,-0.11848534643650055,-0.23249147832393646,-0.07748643308877945,0.17198900878429413,-0.5066328644752502,-0.19808261096477509,-0.19509972631931305,-1.8055756092071533,-0.08552684634923935,-0.6347435116767883,0.048108235001564026,-0.035885151475667953,-0.35846593976020813,-0.00908028893172741,0.021917490288615227,-0.10348145663738251,0.013005947694182396,32.16494369506836,10.440964698791504,32412.595703125,7.688842742936686e-05,-0.2809343636035919,0.07770835608243942,fit,,37.1,,,,-5.039844
West,offset_fixed,8906,0.7032771110534668,0.9975579977035522,1.0,-0.9926641583442688,0.013810032047331333,-0.35128355026245117,-0.47885510325431824,-0.09964325278997421,-0.30076780915260315,0.04754897579550743,-0.06908723711967468,-0.39466938376426697,0.3112131357192993,-0.24312564730644226,-1.2848703861236572,-0.35775497555732727,0.4401002526283264,0.026875371113419533,-0.1137067899107933,0.05385509133338928,0.3344021141529083,-0.1716243177652359,0.006724207662045956,0.07240823656320572,32.15046691894531,10.435432434082031,32401.439453125,7.682551222387701e-05,-1.1956273317337036,-0.7842387557029724,fit,,33.0,,,,-5.039844
West,offset_free,8906,0.7061449289321899,0.9976422190666199,1.0,-0.7958407998085022,0.1164325624704361,-0.3554214537143707,-0.23101384937763214,-0.09690453857183456,-0.16581271588802338,0.12941712141036987,0.18404534459114075,-0.47550809383392334,-0.018244003877043724,-0.14993354678153992,-1.0552446842193604,-0.5101066827774048,-1.0477957725524902,0.038397166877985,-0.044316235929727554,-0.5135733485221863,-0.13905508816242218,0.012747237458825111,-0.05210881307721138,0.03311662748456001,32.09695816040039,10.442546844482422,32630.40234375,7.726418698439375e-05,-1.007270336151123,-0.5724669694900513,fit,,31.2,-0.18607376515865326,-0.2755192518234253,-0.1026875302195549,-5.039844
Upper Far Northeast,baseline,660,0.4532789885997772,0.5656408071517944,1.0,-0.5568139553070068,0.7555910348892212,-0.2887044847011566,-0.08211980015039444,-0.05203857645392418,0.037866946309804916,0.08125541359186172,-0.14871317148208618,-0.08722052723169327,-0.008971977047622204,-0.1804105043411255,-0.2545427680015564,-0.11653067171573639,0.3818291127681732,0.6810501217842102,0.5461121797561646,0.7034249305725098,-0.1564260572195053,-0.1121298149228096,-0.06701242923736572,0.5060003995895386,6.834602355957031,1.7989598512649536,512.8109130859375,3.7450452509801835e-05,-1.1823471784591675,0.08555412292480469,fit,,10.8,,,,-7.690987
