dist_name,spec,n_events,prop_excitation_mean,alpha_mean,alpha_p_pos,a_0_mean,w_mean_pop_density,w_mean_med_inc_avg,w_mean_lep_density,w_mean_edu_hs_avg,w_mean_ndvi_mean_4yr,w_mean_RLD,w_mean_RMD,w_mean_RHD,w_mean_use_com,w_mean_use_civ,w_mean_I,w_mean_T,w_mean_GW,w_mean_vac_area,w_mean_landcare_area,w_mean_alloc_avg_d_cnt,w_mean_alloc_avg_s_cnt,w_mean_unique_device_ratio_aw,w_mean_betweenness_avg_w,w_mean_pagerank_avg_w,beta_mean,gamma_mean,loglik_mean,sigmax_2_mean,a_0_lo,a_0_hi,status,error,runtime_sec,offset_coef_mean,offset_coef_lo,offset_coef_hi,corrected_level_mean
Upper Far Northeast,offset_fixed,660,0.4547940790653229,0.5650647878646851,1.0,-0.6701299548149109,0.8890660405158997,-0.18039117753505707,-0.032041072845458984,0.06449553370475769,0.007989504374563694,-0.07829014956951141,-0.20501337945461273,-0.006996645592153072,-0.020085299387574196,-0.17123521864414215,-0.18064969778060913,-0.18054914474487305,0.3872235417366028,0.7907164692878723,0.6124056577682495,0.9966208934783936,-0.05066846311092377,-0.20358309149742126,-0.01357831247150898,0.6846895217895508,6.836501121520996,1.7997336387634277,514.7796020507812,3.718245352501981e-05,-1.3339027166366577,0.011506641283631325,fit,,7.6,,,,-7.690987
Upper Far Northeast,offset_free,660,0.4528854489326477,0.5607541799545288,1.0,-0.6793590784072876,0.9117471575737,-0.2757842242717743,-0.14456886053085327,0.031715963035821915,0.045253049582242966,-0.0072763776406645775,-0.19709256291389465,-0.08217835426330566,-0.018503764644265175,-0.18942716717720032,-0.2387170046567917,-0.1173148825764656,0.42457515001296997,0.7816463708877563,0.6212584972381592,1.086309790611267,-0.3561188280582428,-0.2573028802871704,-0.036261532455682755,0.5746908187866211,6.808982849121094,1.7881299257278442,519.7535400390625,3.721105167642236e-05,-1.2976239919662476,-0.02616661787033081,fit,,9.8,0.3931325078010559,0.08781930804252625,0.690647304058075,-7.690987
Lower Southwest,baseline,3320,0.7099353075027466,0.9943360686302185,1.0,-0.1726807802915573,0.14772097766399384,-0.03294897824525833,0.4721889793872833,-0.1425950825214386,0.25200268626213074,0.10904640704393387,0.21782144904136658,-0.15927857160568237,0.07828093320131302,-0.38064682483673096,-0.22268882393836975,-0.04892202839255333,-0.006477463990449905,0.018907690420746803,0.13675668835639954,-0.35631245374679565,-0.008095720782876015,-0.1668538749217987,0.23540733754634857,0.10221574455499649,20.271387100219727,6.728992938995361,11959.4033203125,7.985270349308848e-05,-0.38601428270339966,0.04639407619833946,fit,,18.7,,,,-5.4511456
Lower Southwest,offset_fixed,3320,0.00043912039836868644,0.25978371500968933,1.0,-0.6173086166381836,-0.1703440397977829,0.31576773524284363,0.4279666841030121,-0.005519594065845013,-0.20236767828464508,0.29013583064079285,0.16604992747306824,-0.04578102007508278,0.2777217924594879,0.2582612633705139,-0.420629620552063,0.23375122249126434,0.16399931907653809,0.052066076546907425,-2.61346697807312,0.12610715627670288,0.02322506345808506,-0.5195500254631042,0.48363885283470154,0.3359069228172302,0.0016403879271820188,1.0532935857772827,5782.259765625,0.17666199803352356,-1.103291392326355,-0.11824675649404526,fit,,14.0,,,,-5.4511456
Lower Southwest,offset_free,3320,0.00030808901647105813,0.20759154856204987,1.0,-0.07055813074111938,-0.020742740482091904,-0.015770334750413895,0.5436921715736389,-0.0031314038205891848,0.12410194426774979,-0.020574240013957024,0.24967548251152039,-0.10792834311723709,0.015900112688541412,0.011949487961828709,-0.21781441569328308,-0.16390293836593628,-0.042263735085725784,-0.0009873752715066075,-1.5956814289093018,0.20143213868141174,-0.36764058470726013,-0.11398587375879288,0.13509976863861084,0.16995950043201447,0.0021043827291578054,1.1798464059829712,5981.21484375,0.20332761108875275,-0.5456014275550842,0.43132174015045166,fit,,14.3,-0.10822904855012894,-0.1839345395565033,-0.03328423947095871,-5.4511456
West Park,baseline,2492,0.6805657744407654,0.9842621088027954,1.0,-0.24379979074001312,-0.0794651135802269,-0.16454672813415527,0.28465425968170166,0.1376170516014099,0.04335332289338112,-0.026058431714773178,0.32543617486953735,-0.19692692160606384,0.15565134584903717,-0.0988348200917244,-0.7049388289451599,0.1519469916820526,-0.8197728991508484,-0.006207731552422047,0.12097988277673721,-0.31509020924568176,0.022276924923062325,0.11633916199207306,0.222580224275589,-0.1351667046546936,16.95582389831543,5.477766990661621,7402.908203125,7.395659486064687e-05,-0.43287160992622375,-0.04963953047990799,fit,,19.3,,,,-5.8927636
West Park,offset_fixed,2492,0.680624783039093,0.9840021133422852,1.0,-0.6972320675849915,0.013712232001125813,0.03238988295197487,-0.6447791457176208,-0.03774046525359154,-0.2768605947494507,-0.001021490665152669,0.02057531289756298,0.09803004562854767,0.5586504936218262,-0.1312582939863205,-0.624417781829834,0.30195069313049316,-1.0754914283752441,0.00043066704529337585,0.1885722279548645,-0.17185819149017334,0.11373509466648102,-0.08873115479946136,0.35277897119522095,-0.02760186605155468,16.938913345336914,5.465146064758301,7472.27001953125,7.373475818894804e-05,-0.9812405109405518,-0.40558019280433655,fit,,12.4,,,,-5.8927636
West Park,offset_free,2492,0.5384749174118042,0.9932542443275452,1.0,-0.5465274453163147,-0.052668247371912,0.03372685983777046,-0.44542196393013,-0.046612393110990524,-0.2857372760772705,-0.020833075046539307,0.17717435956001282,-0.01120938453823328,0.4423823654651642,-0.07254976034164429,-0.8378452658653259,0.3566979765892029,-1.1108176708221436,0.0067177326418459415,0.2112565040588379,-0.3451203405857086,-0.09113189578056335,0.010279258713126183,0.3283117413520813,-0.06389449536800385,2.5559329986572266,0.7386325001716614,5957.4775390625,0.001163634005934,-0.74912428855896,-0.3324853777885437,fit,,13.4,0.5717664361000061,0.46181654930114746,0.6765549778938293,-5.8927636
Lower North,baseline,14223,0.7617391347885132,0.9992715120315552,1.0,-0.7379344701766968,0.019853241741657257,-0.3307837247848511,0.004709539003670216,-0.032316580414772034,-0.2642535865306854,0.3430064618587494,-0.08320249617099762,-0.2287961095571518,0.16651159524917603,-0.3222467601299286,0.08409475535154343,-0.8867973685264587,-0.8169438242912292,0.004940348211675882,0.021070046350359917,0.37092325091362,0.06508360803127289,-0.11575675755739212,0.024908483028411865,0.037268538028001785,44.567195892333984,14.385045051574707,63737.18359375,7.320327858906239e-05,-0.9913745522499084,-0.47767356038093567,fit,,125.8,,,,-4.608535
Lower North,offset_fixed,14223,0.7618158459663391,0.9992697834968567,1.0,-0.9525336623191833,-0.2056477814912796,-0.3715727627277374,0.13873624801635742,-0.04482721537351608,-0.27324652671813965,-0.352640837430954,-0.1641921103000641,-0.09357065707445145,0.22394607961177826,-0.5333433151245117,-0.7440886497497559,-2.13820481300354,0.30172160267829895,0.0006294372724369168,0.007676826789975166,1.9413442611694336,0.2703843116760254,-0.35254010558128357,-0.04614386707544327,0.0131990322843194,44.54704666137695,14.374021530151367,63772.078125,7.309274224098772e-05,-1.293561577796936,-0.6023276448249817,fit,,117.6,,,,-4.608535
Lower North,offset_free,14223,0.7624181509017944,0.9992971420288086,1.0,-0.8017907738685608,-0.10401348024606705,-0.3592151701450348,0.02935175597667694,-0.04223097860813141,-0.16221913695335388,-0.08037437498569489,-0.08075245469808578,-0.14163750410079956,0.2178288996219635,-0.4819384515285492,-0.18374259769916534,-2.1736087799072266,-0.3034358024597168,-0.0018388383323326707,0.023217294365167618,1.7108423709869385,-0.1828424632549286,-0.2588653266429901,0.008612256497144699,0.0628378763794899,44.47228240966797,14.407381057739258,63833.14453125,7.366341742454097e-05,-1.1316957473754883,-0.45324844121932983,fit,,113.2,0.44721996784210205,0.37018823623657227,0.5229154825210571,-4.608535
Lower Northwest,baseline,1476,0.6146407127380371,0.886935293674469,1.0,-0.27668821811676025,0.06285049766302109,0.021237587556242943,-0.29480689764022827,0.5256898403167725,0.013074231334030628,-0.11579525470733643,0.12055506557226181,-0.03459423407912254,-0.4450502395629883,-0.023850107565522194,0.2298707515001297,-1.070042610168457,0.23386649787425995,-0.4378484785556793,-0.21285375952720642,0.1377670019865036,0.30705299973487854,0.05716179311275482,-0.0903317853808403,-0.10388510674238205,11.450875282287598,3.371415376663208,3484.73828125,6.989640678511932e-05,-0.9157127141952515,0.37953415513038635,fit,,19.4,,,,-6.430607
Lower Northwest,offset_fixed,1476,0.6134523749351501,0.8855893611907959,1.0,-0.29885807633399963,0.26152098178863525,0.015283237211406231,-0.5479453802108765,0.296295166015625,-0.009943838231265545,-0.16968782246112823,0.03582721948623657,0.027662718668580055,-0.10039875656366348,-0.029821107164025307,0.00372346886433661,-1.4387837648391724,-0.2004154920578003,0.649029552936554,-0.06050386652350426,0.49806109070777893,1.2831376791000366,-0.17114406824111938,-0.07561875879764557,0.21831968426704407,11.436995506286621,3.363564968109131,3442.613037109375,6.957822915865108e-05,-0.9329940676689148,0.35234421491622925,fit,,11.2,,,,-6.430607
Lower Northwest,offset_free,1476,0.6176924109458923,0.886652946472168,1.0,-0.28124868869781494,0.07154412567615509,0.016290917992591858,-0.3196259140968323,0.5238459706306458,0.01434414554387331,-0.1162615716457367,0.12134214490652084,-0.03512618690729141,-0.4519137442111969,-0.024010486900806427,0.23893427848815918,-1.0623921155929565,0.27211686968803406,-0.48124176263809204,-0.2319914996623993,0.13900688290596008,0.3392452299594879,0.05938337370753288,-0.09258460998535156,-0.12134915590286255,11.444730758666992,3.3634400367736816,3482.7880859375,7.00463424436748e-05,-0.9309055805206299,0.40510913729667664,fit,,9.7,-0.004849446937441826,-0.18931324779987335,0.18101568520069122,-6.430607
