X,Y,T,A
486584.61194037355,4418994.419099855,800.0,70.0
486562.60020845843,4418887.61428233,800.0,70.0
486320.577822846,4418783.78533202,800.0,70.0
486211.54944126937,4418691.302383318,829.0,99.0
487040.07725379,4418688.198720006,829.0,99.0
486592.8872946975,4419046.3408096805,830.0,100.0
486341.942266427,4419003.89533049,830.0,100.0
486372.3298232146,4419367.048685012,830.0,100.0
486640.38712079026,4419348.597038464,821.0,91.0
486372.3298232146,4419367.048685012,822.0,92.0
486644.8722218492,4418559.236136775,822.0,92.0
487194.1681068755,4418383.067546727,833.0,103.0
486442.04676609003,4419221.162385945,834.0,104.0
486265.35973073065,4418677.428342166,829.0,99.0
486364.2188162654,4418520.949199027,835.0,105.0
486131.72661632113,4418699.843907908,832.0,102.0
486369.5823388117,4419139.9060923,839.0,109.0
486382.3253315371,4419363.3644624315,839.0,109.0
486443.09065199393,4418705.84738277,832.0,102.0
486369.5823388117,4419139.9060923,832.0,102.0
487032.3978840641,4418703.356345989,832.0,102.0
487022.4079548512,4418478.312039529,832.0,102.0
486507.54337066534,4418872.799014639,832.0,102.0
486954.5118155782,4418551.842391384,836.0,106.0
486507.54337066534,4418872.799014639,839.0,109.0
486340.1637006453,4419187.662290451,837.0,107.0
486400.59806471,4418797.020252294,839.0,109.0
486597.22278800653,4419091.72116954,839.0,109.0
486102.24370301905,4418704.917974183,839.0,109.0
486583.8825973545,4419001.788046674,839.0,109.0
486583.8825973545,4419001.788046674,839.0,109.0
486428.05564372113,4418654.244544756,837.0,107.0
486221.9467244211,4418689.179355152,837.0,107.0
486088.8884315944,4418992.038934701,840.0,110.0
486376.18732192676,4419377.966742155,840.0,110.0
486305.0292331558,4419147.417262824,840.0,110.0
486372.3298232146,4419367.048685012,841.0,111.0
486422.2100480175,4418589.760856883,842.0,112.0
486970.1250289581,4419037.827989157,843.0,113.0
486376.2260839046,4419401.42355756,843.0,113.0
487096.5400265052,4418975.795415526,843.0,113.0
486640.38712079026,4419348.597038464,843.0,113.0
486438.91960549174,4418680.649183584,838.0,108.0
486438.91960549174,4418680.649183584,838.0,108.0
486079.52048121387,4418556.324572415,833.0,103.0
486361.60108679207,4419370.834546486,844.0,114.0
486361.60108679207,4419370.834546486,845.0,115.0
486589.5638747343,4419026.492847602,845.0,115.0
486725.97185789887,4419029.8896605875,845.0,115.0
486954.5118155782,4418551.842391384,845.0,115.0
487156.13083865895,4419093.613046013,845.0,115.0
486430.8275556497,4418640.732967359,846.0,116.0
486640.38712079026,4419348.597038464,847.0,117.0
486440.8009792474,4418680.107931173,854.0,124.0
486102.24370301905,4418704.917974183,854.0,124.0
486372.3298232146,4419367.048685012,857.0,127.0
486640.38712079026,4419348.597038464,847.0,117.0
486640.38712079026,4419348.597038464,850.0,120.0
486730.69624379533,4419067.64082865,858.0,128.0
486333.5120936852,4418812.78963452,858.0,128.0
486504.7939442097,4418824.400074173,859.0,129.0
486574.6119753774,4418959.328079926,859.0,129.0
486376.18732192676,4419377.966742155,859.0,129.0
486640.38712079026,4419348.597038464,860.0,130.0
486425.91624072153,4419359.7102835355,860.0,130.0
486432.91976339184,4419354.64015871,860.0,130.0
486827.3805382823,4418768.873420136,851.0,121.0
486531.2776114043,4418991.252061032,861.0,131.0
486361.60108679207,4419370.834546486,851.0,121.0
486757.12110036786,4419222.898995833,848.0,118.0
486361.60108679207,4419370.834546486,848.0,118.0
486656.18250136444,4418896.269707485,849.0,119.0
486333.5120936852,4418812.78963452,849.0,119.0
487023.0110353204,4418665.189503967,863.0,133.0
486698.01915606693,4418798.721355498,851.0,121.0
486546.7092431811,4418501.4659654545,850.0,120.0
486435.041787157,4418650.5173153365,851.0,121.0
486209.63464026386,4418688.409764697,851.0,121.0
486092.72987803,4418706.545839224,851.0,121.0
486122.19141250243,4418703.7928094305,851.0,121.0
487063.4312532099,4419109.554839222,865.0,135.0
486432.91976339184,4419354.64015871,865.0,135.0
486340.1637006453,4419187.662290451,852.0,122.0
486583.8825973545,4419001.788046674,864.0,134.0
486581.3928894653,4418975.840855891,864.0,134.0
486656.18250136444,4418896.269707485,864.0,134.0
486372.3298232146,4419367.048685012,866.0,136.0
486102.24370301905,4418704.917974183,866.0,136.0
486333.5120936852,4418812.78963452,864.0,134.0
486368.3638133892,4418531.7504414655,865.0,135.0
486340.1637006453,4419187.662290451,865.0,135.0
487093.79466271127,4418523.459926546,865.0,135.0
486348.0639118647,4419369.154381377,865.0,135.0
486326.21796906734,4418811.7583193295,871.0,141.0
486356.65640438185,4419371.676183079,867.0,137.0
486205.3670395566,4419181.4171062885,854.0,124.0
486368.3638133892,4418531.7504414655,868.0,138.0
487194.1681068755,4418383.067546727,868.0,138.0
486361.60108679207,4419370.834546486,872.0,142.0
487076.0659167868,4419199.285532243,868.0,138.0
486786.9688116087,4418513.658307494,868.0,138.0
486333.5120936852,4418812.78963452,872.0,142.0
486947.4922097885,4418798.04504045,869.0,139.0
486375.4084215061,4419396.660902404,869.0,139.0
486230.0907538729,4419344.160301004,872.0,142.0
487076.0659167868,4419199.285532243,871.0,141.0
486435.88763233507,4419269.139168336,871.0,141.0
486442.04676609003,4419221.162385945,873.0,143.0
486227.23308934947,4419337.420804777,873.0,143.0
486094.8137289471,4418553.60413774,882.0,152.0
486582.1616968745,4418707.383362818,883.0,153.0
486350.70137106895,4418449.093453747,875.0,145.0
486698.01915606693,4418798.721355498,875.0,145.0
486067.79016753606,4419138.143902297,875.0,145.0
486947.392472677,4418484.381055005,884.0,154.0
486376.06140832667,4419377.2375400225,885.0,155.0
486457.3165246366,4419267.542262961,885.0,155.0
486583.8825973545,4419001.788046674,885.0,155.0
486565.44272732263,4418995.047702096,885.0,155.0
486451.5329323405,4418883.711708928,886.0,156.0
486786.9688116087,4418513.658307494,877.0,147.0
486372.3298232146,4419367.048685012,878.0,148.0
486979.36275965517,4418672.754808984,886.0,156.0
486583.6688551772,4418988.976232698,886.0,156.0
486564.21670397604,4418897.184791237,886.0,156.0
486592.8872946975,4419046.3408096805,886.0,156.0
486379.3295404245,4418800.29434523,886.0,156.0
486507.7619566509,4418640.760994356,887.0,157.0
486361.60108679207,4419370.834546486,879.0,149.0
486074.82947844546,4418994.520966257,879.0,149.0
486883.2738889326,4419099.453664176,879.0,149.0
486333.5120936852,4418812.78963452,874.0,144.0
486786.9688116087,4418513.658307494,887.0,157.0
486400.59806471,4418797.020252294,887.0,157.0
486128.82601052785,4418887.538206317,887.0,157.0
486279.4204381923,4418523.944198802,879.0,149.0
486159.2876816064,4418653.018504836,875.0,145.0
486656.18250136444,4418896.269707485,887.0,157.0
486993.6088823151,4418364.943866255,880.0,150.0
487196.6929770042,4418341.353814923,880.0,150.0
486204.64827187976,4419176.87072422,880.0,150.0
486340.1637006453,4419187.662290451,881.0,151.0
486457.3165246366,4419267.542262961,881.0,151.0
486786.9688116087,4418513.658307494,888.0,158.0
486128.82601052785,4418887.538206317,894.0,164.0
486746.1788118899,4418302.425875233,894.0,164.0
486786.9688116087,4418513.658307494,894.0,164.0
486220.1299289972,4419347.11950625,882.0,152.0
486796.7646887267,4418570.9704493,882.0,152.0
486796.7646887267,4418570.9704493,882.0,152.0
486433.80760502245,4418640.33203063,895.0,165.0
486568.98951682396,4418913.496387448,901.0,171.0
486372.3298232146,4419367.048685012,901.0,171.0
486076.4766899923,4419188.030963031,902.0,172.0
486353.5414848231,4418465.939517369,902.0,172.0
486746.8052639055,4418297.063423689,889.0,159.0
486473.06203737645,4419160.9288179185,889.0,159.0
486340.1637006453,4419187.662290451,890.0,160.0
486473.9232137763,4419271.0814032145,895.0,165.0
486109.581546032,4418900.405103711,892.0,162.0
486467.7245964571,4419302.238674281,903.0,173.0
486372.3298232146,4419367.048685012,893.0,163.0
486281.6052689759,4419380.457644382,903.0,173.0
486150.9801665808,4419394.677904427,904.0,174.0
487054.9483210894,4418881.638134535,896.0,166.0
486656.18250136444,4418896.269707485,906.0,176.0
486592.8872946975,4419046.3408096805,906.0,176.0
486574.6119753774,4418959.328079926,906.0,176.0
486361.60108679207,4419370.834546486,906.0,176.0
486457.3165246366,4419267.542262961,894.0,164.0
486592.8872946975,4419046.3408096805,897.0,167.0
486372.3298232146,4419367.048685012,908.0,178.0
486078.3673536375,4419199.70610054,912.0,182.0
486568.98951682396,4418913.496387448,913.0,183.0
487054.2484177212,4418593.947565385,898.0,168.0
486592.8872946975,4419046.3408096805,914.0,184.0
486583.8825973545,4419001.788046674,914.0,184.0
486656.18250136444,4418896.269707485,914.0,184.0
486066.2192151862,4419188.284051354,899.0,169.0
486372.3298232146,4419367.048685012,900.0,170.0
486076.4766899923,4419188.030963031,914.0,184.0
487063.4312532099,4419109.554839222,915.0,185.0
486503.2459901114,4418641.503606944,915.0,185.0
486117.4388056994,4418664.11135783,915.0,185.0
486315.65760376205,4418504.447266186,916.0,186.0
486398.4957435775,4419221.616783305,900.0,170.0
486398.4957435775,4419221.616783305,900.0,170.0
486076.4766899923,4419188.030963031,900.0,170.0
487054.2484177212,4418593.947565385,900.0,170.0
486076.4766899923,4419188.030963031,900.0,170.0
486592.8872946975,4419046.3408096805,900.0,170.0
486501.1020493837,4418833.203017535,900.0,170.0
486549.0027222814,4418899.746553987,900.0,170.0
486457.3165246366,4419267.542262961,900.0,170.0
486362.1066816525,4419366.698416942,900.0,170.0
486503.2459901114,4418641.503606944,900.0,170.0
486430.8275556497,4418640.732967359,900.0,170.0
487054.2484177212,4418593.947565385,901.0,171.0
486208.39110563963,4418925.228159303,918.0,188.0
486340.1637006453,4419187.662290451,918.0,188.0
486771.8710143266,4419309.098157141,917.0,187.0
486360.92108430114,4418509.596519529,917.0,187.0
486376.06140832667,4419377.2375400225,919.0,189.0
486935.10499215114,4418322.788595738,919.0,189.0
486564.90704055707,4419383.773488251,924.0,194.0
486462.3515089418,4419305.217262572,924.0,194.0
486467.7245964571,4419302.238674281,924.0,194.0
486458.1499240138,4419062.360531784,924.0,194.0
486583.8825973545,4419001.788046674,920.0,190.0
486466.01256970904,4419292.04870999,925.0,195.0
486066.8331292908,4419277.910770047,926.0,196.0
486583.8825973545,4419001.788046674,926.0,196.0
486568.98951682396,4418913.496387448,926.0,196.0
486538.3862385198,4418916.200287537,927.0,197.0
486538.3862385198,4418916.200287537,927.0,197.0
486489.89240541286,4418741.576826092,927.0,197.0
486592.32200845773,4419062.640532903,927.0,197.0
486702.76628203376,4418891.242811163,928.0,198.0
486581.52453784796,4418976.01437664,928.0,198.0
486593.01904602133,4419046.5141163785,928.0,198.0
486070.1033690064,4419223.658360438,920.0,190.0
486359.2716675212,4419228.314966414,928.0,198.0
486234.8903794654,4418913.784244754,928.0,198.0
486051.6320405067,4419113.432848578,928.0,198.0
486439.4183539579,4418947.592452557,928.0,198.0
486698.15011907154,4418798.895061044,929.0,199.0
486537.55557586346,4419109.3829532685,929.0,199.0
486204.69486808823,4418916.126972191,920.0,190.0
486711.8009149723,4418930.900852069,921.0,191.0
486330.57777563715,4419239.974830521,921.0,191.0
486266.102028033,4419387.164094321,921.0,191.0
486356.78946906637,4419371.849231386,930.0,200.0
486266.2353842715,4419387.337332562,930.0,200.0
486535.9818624129,4418900.245139333,930.0,200.0
486094.9459980699,4418553.779920646,930.0,200.0
486656.3137766379,4418896.443255615,930.0,200.0
486577.7264684429,4418974.850507172,930.0,200.0
486751.75301109627,4419191.350432158,931.0,201.0
486403.9103902965,4419359.83829834,931.0,201.0
486593.01904602133,4419046.5141163785,932.0,202.0
486051.1547371643,4418561.431616698,932.0,202.0
486376.19442755263,4419377.410524703,932.0,202.0
486439.4183539579,4418947.592452557,934.0,204.0
486375.54147990886,4419396.833838437,934.0,204.0
486340.2964602784,4419187.835855826,934.0,204.0
486238.427888388,4418864.4558297545,934.0,204.0
486359.3379849447,4419386.637129789,934.0,204.0
486268.96542735194,4419402.376524544,934.0,204.0
486340.2964602784,4419187.835855826,935.0,205.0
486070.23698196816,4419223.832509344,935.0,205.0
486072.8781038659,4419229.631276065,935.0,205.0
486216.7835382444,4419275.658635589,935.0,205.0
486364.2188162654,4418520.949199027,936.0,206.0
486076.61021686584,4419188.205186002,936.0,206.0
486094.9459980699,4418553.779920646,936.0,206.0
486439.0532458178,4418426.425776586,937.0,207.0
486439.0532458178,4418426.425776586,937.0,207.0
487063.56175644684,4419109.726811583,937.0,207.0
486062.675950921,4418559.443882227,938.0,208.0
486391.5334081958,4419374.785370767,938.0,208.0
486094.9459980699,4418553.779920646,941.0,211.0
486489.76094138203,4418741.4024676215,908.0,178.0
486562.08210427023,4418596.140254498,943.0,213.0
486578.7093911489,4418686.344128292,943.0,213.0
486440.9334714584,4419270.488825514,944.0,214.0
486503.3154114365,4418537.069795977,944.0,214.0
486571.36652523966,4419105.689273801,944.0,214.0
486361.7642742297,4419399.191705914,941.0,211.0
486324.9490119262,4419190.282807543,941.0,211.0
486228.1788000819,4418866.158585656,941.0,211.0
486391.5334081958,4419374.785370767,942.0,212.0
486177.44127248286,4419031.38719977,942.0,212.0
486310.40104168974,4419187.015347229,945.0,215.0
486340.2964602784,4419187.835855826,942.0,212.0
486604.99581263127,4419113.736351039,945.0,215.0
486238.427888388,4418864.4558297545,945.0,215.0
486497.1101038662,4418771.867528156,946.0,216.0
486497.1101038662,4418771.867528156,946.0,216.0
486376.19442755263,4419377.410524703,947.0,217.0
486340.2964602784,4419187.835855826,947.0,217.0
486372.3298232146,4419367.048685012,948.0,218.0
486094.9459980699,4418553.779920646,948.0,218.0
486063.9158509797,4419232.852756536,942.0,212.0
486421.6207121474,4418585.7013844615,942.0,212.0
486421.6207121474,4418585.7013844615,942.0,212.0
486442.1792940452,4419221.335609613,949.0,219.0
486625.87018368975,4418759.203852917,949.0,219.0
486593.01904602133,4419046.5141163785,949.0,219.0
486301.1741482258,4418433.250156783,949.0,219.0
486066.2192151862,4419188.284051354,949.0,219.0
486372.3298232146,4419367.048685012,950.0,220.0
486332.1021264845,4418808.322155426,909.0,179.0
486340.1637006453,4419187.662290451,909.0,179.0
486441.84224784025,4418651.857302998,909.0,179.0
486218.79505871685,4418746.789511697,909.0,179.0
486238.29545009055,4418864.281181715,909.0,179.0
486771.8710143266,4419309.098157141,910.0,180.0
486926.86016080895,4418565.240049759,951.0,221.0
486372.3298232146,4419367.048685012,951.0,221.0
486340.2964602784,4419187.835855826,951.0,221.0
486771.8710143266,4419309.098157141,910.0,180.0
486928.4423574137,4419382.985855688,951.0,221.0
486583.8825973545,4419001.788046674,910.0,180.0
486565.0432943432,4418902.078643527,910.0,180.0
486266.102028033,4419387.164094321,911.0,181.0
486333.5120936852,4418812.78963452,911.0,181.0
486656.3137766379,4418896.443255615,953.0,223.0
487001.3466247093,4418521.662553567,953.0,223.0
486074.89375826425,4418438.409214916,954.0,224.0
486909.1167784616,4419295.985708766,955.0,225.0
486497.8178156286,4418782.009107448,955.0,225.0
486427.8517525531,4418880.522489402,956.0,226.0
486882.89089695073,4419327.337405764,956.0,226.0
486781.1812168454,4419338.297659465,956.0,226.0
486076.61021686584,4419188.205186002,956.0,226.0
486917.46735175606,4418566.855326046,956.0,226.0
486076.61021686584,4419188.205186002,957.0,227.0
486076.61021686584,4419188.205186002,957.0,227.0
486804.46223696845,4419294.653304831,958.0,228.0
486707.7813106518,4418745.140195158,959.0,229.0
486356.78946906637,4419371.849231386,942.0,212.0
486439.0532458178,4418426.425776586,942.0,212.0
486096.55209782143,4418840.421483852,951.0,221.0
486457.4490975756,4419267.715327455,942.0,212.0
486340.2964602784,4419187.835855826,942.0,212.0
486266.2353842715,4419387.337332562,942.0,212.0
486377.240206397,4419406.728333846,942.0,212.0
486593.01904602133,4419046.5141163785,942.0,212.0
486340.2964602784,4419187.835855826,942.0,212.0
486340.2964602784,4419187.835855826,942.0,212.0
486340.2964602784,4419187.835855826,942.0,212.0
486166.30098605936,4419032.321783502,942.0,212.0
486435.041787157,4418650.5173153365,964.0,234.0
486941.38948962,4419042.921435675,964.0,234.0
486442.6800572609,4418885.312857217,965.0,235.0
486427.8517525531,4418880.522489402,965.0,235.0
486319.93497832195,4418544.620663799,966.0,236.0
486340.2964602784,4419187.835855826,967.0,237.0
486356.78946906637,4419371.849231386,968.0,238.0
486076.61021686584,4419188.205186002,968.0,238.0
486088.1120971272,4418774.422470104,969.0,239.0
486559.60609445866,4419194.766359826,952.0,222.0
486322.4917827844,4418672.492057217,952.0,222.0
486309.6956342645,4418674.648945689,952.0,222.0
486270.2408394874,4418819.2233797135,970.0,240.0
486726.8507096877,4419017.456171442,971.0,241.0
486427.8517525531,4418880.522489402,971.0,241.0
486726.8507096877,4419017.456171442,972.0,242.0
486593.01904602133,4419046.5141163785,972.0,242.0
486248.26026087,4418919.356924677,972.0,242.0
486439.0511021019,4418680.823822438,972.0,242.0
486489.47075472015,4419268.747884966,963.0,233.0
486656.3137766379,4418896.443255615,974.0,244.0
486387.8322403978,4418658.796745444,974.0,244.0
486593.01904602133,4419046.5141163785,975.0,245.0
486544.26490960596,4419387.609523994,975.0,245.0
486637.5833804838,4419012.885235601,976.0,246.0
486656.3137766379,4418896.443255615,977.0,247.0
486569.1754081952,4418926.180733481,977.0,247.0
486593.01904602133,4419046.5141163785,977.0,247.0
486578.7535034271,4419003.083042822,977.0,247.0
486058.41559969133,4419142.104233997,969.0,239.0
486095.7510844127,4418835.597874394,970.0,240.0
486376.19442755263,4419377.410524703,963.0,233.0
486356.78946906637,4419371.849231386,963.0,233.0
487161.6258806343,4418525.446304737,978.0,248.0
486473.06203737645,4419160.9288179185,983.0,253.0
486480.6231141142,4418480.392948236,964.0,234.0
486387.8322403978,4418658.796745444,987.0,257.0
486364.2188162654,4418520.949199027,987.0,257.0
486467.8572060604,4419302.411622056,984.0,254.0
486447.1364912335,4419305.9374002125,985.0,255.0
486544.26490960596,4419387.609523994,979.0,249.0
486360.2597136814,4418505.147238113,979.0,249.0
486574.74361162516,4418959.501660778,979.0,249.0
486472.9931625575,4418633.851035517,980.0,250.0
486544.26490960596,4419387.609523994,980.0,250.0
486051.1547371643,4418561.431616698,980.0,250.0
486375.54147990886,4419396.833838437,983.0,253.0
486451.1795293208,4419305.25107127,989.0,259.0
486344.7825829755,4418916.153654405,994.0,264.0
486387.8322403978,4418658.796745444,994.0,264.0
486387.8322403978,4418658.796745444,994.0,264.0
486335.22596487356,4418542.147819092,997.0,267.0
486593.01904602133,4419046.5141163785,998.0,268.0
486372.3298232146,4419367.048685012,998.0,268.0
486422.3414189952,4418589.935772027,987.0,257.0
486359.2716675212,4419228.314966414,999.0,269.0
486702.76628203376,4418891.242811163,1000.0,270.0
486841.27818068996,4418867.065655255,1000.0,270.0
486359.2716675212,4419228.314966414,1003.0,273.0
486550.0160274757,4419196.399507805,1004.0,274.0
486185.6145654859,4418550.474446008,1004.0,274.0
486058.8573883072,4418574.955606563,1004.0,274.0
486926.19967015646,4419394.900976182,1004.0,274.0
486204.8275037642,4418916.301569421,1004.0,274.0
486656.3137766379,4418896.443255615,998.0,268.0
486362.23972101946,4419366.871464302,1005.0,275.0
486076.61021686584,4419188.205186002,1011.0,281.0
486078.50089716277,4419199.880289282,1005.0,275.0
486063.8195103,4419164.940304494,1005.0,275.0
486078.50089716277,4419199.880289282,1005.0,275.0
486430.95899927843,4418640.907729427,1013.0,283.0
486361.6845079242,4419139.464831399,1018.0,288.0
486181.2601395961,4419119.307395524,1006.0,276.0
486142.79048649216,4419217.988551027,1007.0,277.0
486569.1754081952,4418926.180733481,991.0,261.0
486155.3413813338,4418838.897022782,991.0,261.0
486583.8825973545,4419001.788046674,992.0,262.0
486547.63716224895,4418890.32977691,992.0,262.0
486458.25100326235,4419306.093951889,992.0,262.0
486449.74478486844,4419307.5080640055,992.0,262.0
486449.74478486844,4419307.5080640055,992.0,262.0
486449.74478486844,4419307.5080640055,992.0,262.0
486449.74478486844,4419307.5080640055,992.0,262.0
486593.01904602133,4419046.5141163785,992.0,262.0
486233.304543761,4418542.901553665,993.0,263.0
486181.2601395961,4419119.307395524,1018.0,288.0
486569.14360167936,4419091.676480364,1023.0,293.0
486369.17304911144,4419397.966665169,1023.0,293.0
486241.4622841383,4419359.198029081,1026.0,296.0
486364.60600617883,4418532.4971930925,1018.0,288.0
486344.7825829755,4418916.153654405,1007.0,277.0
486364.60600617883,4418532.4971930925,1007.0,277.0
486481.9642803674,4418925.689223848,1019.0,289.0
486440.88554321585,4419128.074879496,1019.0,289.0
486442.9706517429,4418692.745772254,1007.0,277.0
486322.83772751474,4418544.308697084,1007.0,277.0
486427.0663034919,4418875.932963926,1020.0,290.0
486447.2057344493,4418696.578018914,1020.0,290.0
486169.96331990225,4418721.317370118,1021.0,291.0
486414.4100482894,4418645.690002371,1021.0,291.0
486265.56014187424,4419275.209426232,1028.0,298.0
486212.65848661336,4419342.672629341,1029.0,299.0
486372.3298232146,4419367.048685012,1030.0,300.0
486363.19896871067,4419360.514047263,1031.0,301.0
486145.87030415266,4418557.512348241,1032.0,302.0
486210.4719694018,4419402.932676453,1032.0,302.0
486176.7662352298,4419080.511845816,1032.0,302.0
486361.6845079242,4419139.464831399,1009.0,279.0
487152.0879129947,4418946.626350367,1040.0,310.0
486462.37300655065,4419270.483998748,1027.0,297.0
486573.04651615274,4419115.44123143,1027.0,297.0
486372.3298232146,4419367.048685012,1035.0,305.0
486511.5534784438,4419046.896692447,1036.0,306.0
486178.6017384868,4419090.58443527,1037.0,307.0
486156.3173031288,4419219.838493408,1038.0,308.0
486145.87030415266,4418557.512348241,1039.0,309.0
486364.2837662432,4419385.802065364,1048.0,318.0
486212.65848661336,4419342.672629341,1050.0,320.0
486372.3298232146,4419367.048685012,1050.0,320.0
486416.697360744,4419316.626502715,1050.0,320.0
486210.4083224177,4419275.784854851,1053.0,323.0
486510.6419857249,4418373.123255599,1054.0,324.0
486372.3298232146,4419367.048685012,1041.0,311.0
486530.0745657927,4418996.984750672,1041.0,311.0
486372.3298232146,4419367.048685012,1042.0,312.0
487019.0482075971,4418686.349131585,1042.0,312.0
486456.13431446935,4419000.32200814,1042.0,312.0
486617.4712617565,4419027.600691934,1063.0,333.0
486535.48040446057,4419097.337327871,1063.0,333.0
486473.06203737645,4419160.9288179185,1055.0,325.0
486435.041787157,4418650.5173153365,1055.0,325.0
486449.3847128712,4418958.440792304,1055.0,325.0
486251.9919131416,4418408.959494803,1065.0,335.0
486320.07457583124,4419188.570144088,1065.0,335.0
487135.6594545845,4419226.634589108,1065.0,335.0
486488.22126870556,4418479.0653000865,1066.0,336.0
486564.147518161,4419065.8628927935,1066.0,336.0
486614.6982793629,4419027.688392989,1067.0,337.0
486077.0933694307,4419192.532073331,1067.0,337.0
486075.35141202563,4419182.907206544,1067.0,337.0
486442.6815838745,4418889.889448865,1067.0,337.0
486592.2401925556,4419051.700809499,1060.0,330.0
486702.76628203376,4418891.242811163,1060.0,330.0
486828.3545797552,4418867.093142308,1067.0,337.0
486077.0933694307,4419192.532073331,1067.0,337.0
486438.4995929261,4418639.650401521,1069.0,339.0
487016.3406033395,4419023.995441877,1043.0,313.0
486511.3214561671,4419289.180851586,1043.0,313.0
486372.3298232146,4419367.048685012,1043.0,313.0
486372.3298232146,4419367.048685012,1046.0,316.0
486311.0863294175,4418682.08543425,1046.0,316.0
486384.4400293048,4419375.924178293,1070.0,340.0
486210.4083224177,4419275.784854851,1061.0,331.0
486466.99070089083,4419174.348335342,1061.0,331.0
486364.2837662432,4419385.802065364,1062.0,332.0
486247.41924629366,4419398.78655972,1062.0,332.0
486569.15861379844,4418978.798258683,1073.0,343.0
486372.3298232146,4419367.048685012,1076.0,346.0
486527.2967995437,4418877.677223316,1075.0,345.0
486922.56200177904,4419162.325379585,1085.0,355.0
486445.85008620686,4419229.444083936,1048.0,318.0
486569.15861379844,4418978.798258683,1088.0,358.0
486614.6982793629,4419027.688392989,1089.0,359.0
486075.35141202563,4419182.907206544,1078.0,348.0
486537.2530633706,4418909.445313425,1079.0,349.0
486410.4085029191,4418512.282296201,1080.0,350.0
486840.1201720949,4418563.580030038,1081.0,351.0
486157.7084359234,4418424.309950324,1081.0,351.0
486157.7084359234,4418424.309950324,1081.0,351.0
486075.35141202563,4419182.907206544,1091.0,361.0
486614.6982793629,4419027.688392989,1094.0,364.0
486214.9393983222,4419392.196013835,1098.0,3.0
486444.4506186297,4418412.327763431,1099.0,4.0
486569.15861379844,4418978.798258683,1101.0,6.0
486238.97273631376,4419390.190850091,1102.0,7.0
486449.0806298764,4418522.667792723,1103.0,8.0
486157.7084359234,4418424.309950324,1103.0,8.0
486215.50860486476,4419348.103654291,1095.0,0.0
486801.4331262276,4418517.595148831,1095.0,0.0
486718.68275914696,4419300.066756665,1106.0,11.0
486104.7499196361,4419228.391586818,1112.0,17.0
486474.0557453662,4419271.254416704,1113.0,18.0
486614.6982793629,4419027.688392989,1116.0,21.0
486623.8604027557,4418832.80462871,1116.0,21.0
486359.171471255,4419377.074891984,1119.0,24.0
486083.5396743433,4419336.45388316,1119.0,24.0
486282.07042808656,4419315.953020222,1121.0,26.0
486414.4100482894,4418645.690002371,1121.0,26.0
486110.5858314614,4418887.172666904,1118.0,23.0
486210.57808454096,4419348.944316277,1097.0,2.0
486504.45840195497,4419344.285678425,1130.0,35.0
486575.5313772262,4418645.203531412,1125.0,30.0
486104.7499196361,4419228.391586818,1097.0,2.0
486151.11387000873,4419394.851415925,1131.0,36.0
486282.07042808656,4419315.953020222,1125.0,30.0
486238.97273631376,4419390.190850091,1136.0,41.0
486320.07457583124,4419188.570144088,1137.0,42.0
487151.81617984315,4419176.706716708,1138.0,43.0
486335.56349426333,4419193.367766288,1132.0,37.0
486448.0613501973,4418658.329765357,1139.0,44.0
486494.6857787083,4419111.765533754,1132.0,37.0
486119.12665979506,4418876.711120314,1126.0,31.0
486142.50760383764,4419398.603453479,1133.0,38.0
486638.30262934894,4419104.524877326,1133.0,38.0
486374.37758204056,4418530.872263607,1134.0,39.0
486180.03611864144,4418845.653178897,1127.0,32.0
486142.50760383764,4419398.603453479,1140.0,45.0
486320.07457583124,4419188.570144088,1142.0,47.0
486623.8604027557,4418832.80462871,1128.0,33.0
486742.0297194767,4419062.944876062,1128.0,33.0
486614.6982793629,4419027.688392989,1128.0,33.0
486320.07457583124,4419188.570144088,1129.0,34.0
486614.6982793629,4419027.688392989,1143.0,48.0
486623.8604027557,4418832.80462871,1143.0,48.0
486052.2501549527,4419338.7365107285,1144.0,49.0
486159.2119554402,4418966.784763417,1144.0,49.0
486320.07457583124,4419188.570144088,1145.0,50.0
486374.37758204056,4418530.872263607,1145.0,50.0
486530.0745657927,4418996.984750672,1147.0,52.0
486429.8899821783,4418661.552004059,1158.0,63.0
486845.47492747376,4418812.261762016,1153.0,58.0
486562.7596966936,4419343.212903884,1158.0,63.0
486414.4100482894,4418645.690002371,1158.0,63.0
486372.3298232146,4419367.048685012,1158.0,63.0
486372.3298232146,4419367.048685012,1158.0,63.0
486358.9843675578,4418531.072469224,1153.0,58.0
486462.37300655065,4419270.483998748,1150.0,55.0
486492.73598227766,4418510.57701661,1151.0,56.0
486730.8615941777,4419313.620635174,1155.0,60.0
486320.07457583124,4419188.570144088,1156.0,61.0
486066.25711868005,4418722.629213927,1157.0,62.0
486364.2837662432,4419385.802065364,1157.0,62.0
486509.46824425773,4419160.145324729,1158.0,63.0
486359.171471255,4419377.074891984,1158.0,63.0
486976.4613636969,4418977.848253224,1163.0,68.0
486568.98951682396,4418913.496387448,1163.0,68.0
486399.68152524414,4419288.054555822,1165.0,70.0
486320.07457583124,4419188.570144088,1152.0,57.0
486320.07457583124,4419188.570144088,1165.0,70.0
486795.85995858046,4418589.95034525,1165.0,70.0
486320.07457583124,4419188.570144088,1162.0,67.0
486445.85008620686,4419229.444083936,1173.0,78.0
