u,v,key,osmid,oneway,name,highway,reversed,length,lanes,maxspeed,service,ref,bridge,access,tunnel,width,junction,betweenness,closeness,degree,closeness_800,betweenness_800,geometry_wkt
110165122,110190535,0,862983535,True,Ruan Street,residential,False,46.315000000000005,,,,,,,,,,0.0015690522537693402,9.990561748507152e-05,4.5,0.001492896055812716,0.1249279541188584,"LINESTRING (492633.234519 4428773.395134, 492664.03846 4428757.449322, 492669.661622 4428747.232773)"
110165129,109882755,0,12152570,True,Cloud Street,residential,False,112.62,,,,,,,,,,0.0006937463473244926,9.809183016458521e-05,4.0,0.0011753857691845396,0.1004237875847279,"LINESTRING (492766.861782 4428914.069471, 492671.607814 4428853.781801)"
110165129,109882776,0,12181067,True,Waln Street,residential,False,101.3,,,,,,,,,,0.0017943186237721852,9.846562257096248e-05,4.0,0.0013099548376185014,0.12459869418339052,"LINESTRING (492766.861782 4428914.069471, 492764.726999 4428823.181354, 492761.730542 4428813.428138)"
110165151,110165165,0,12152574,False,Cloud Street,residential,False,105.892,,,,,,,,,,0.0002328761523416137,9.667265492551227e-05,5.0,0.0017014286708933544,0.11799683696235422,"LINESTRING (493128.614737 4429161.686936, 493211.96892 4429227.09652)"
110165151,110371383,0,867296070,False,Plum Street,residential,True,44.541,,,,,,,,,,0.0014865199410963618,9.70493905559642e-05,6.0,0.0016224836906690897,0.17849326339028856,"LINESTRING (493128.614737 4429161.686936, 493156.576406 4429127.032667)"
110165151,110291807,0,867296070,False,Plum Street,residential,False,72.806,,,,,,,,,,0.0012684606474337163,9.687344448528132e-05,5.5,0.001724074614156142,0.17109466878912616,"LINESTRING (493128.614737 4429161.686936, 493088.890934 4429212.889586, 493084.971444 4429219.83006)"
110165165,110165151,0,12152574,False,Cloud Street,residential,True,105.892,,,,,,,,,,0.0002328761523416137,9.667265492551227e-05,5.0,0.0017014286708933544,0.11799683696235422,"LINESTRING (493211.96892 4429227.09652, 493128.614737 4429161.686936)"
110165165,110295077,0,1023283959,True,Meadow Street,residential,False,45.371,,,,,,,,,,0.0011154291655440136,9.631504897265151e-05,3.5,0.0016245233598230113,0.05292260102417469,"LINESTRING (493211.96892 4429227.09652, 493248.386448 4429199.982402)"
110165189,109902118,0,12152577,True,Louise Road,residential,False,131.175,,,,,,,,,,0.0002309002509410791,8.634528593662399e-05,5.5,0.001724956732500066,0.10456684183064996,"LINESTRING (486762.827442 4434521.105748, 486780.540168 4434486.356654, 486822.323745 4434404.349886)"
110165189,110427834,0,12184050,False,Middleton Street,residential,False,73.084,,,,,,,,,,0.005534358115219999,8.608609578397375e-05,7.0,0.0017449670982256703,0.1576164951557011,"LINESTRING (486762.827442 4434521.105748, 486793.114937 4434537.579681, 486827.107112 4434556.067356)"
110165189,110259431,0,12184050,False,Middleton Street,residential,True,73.172,,,,,,,,,,0.0023474613325783276,8.607440198779033e-05,7.0,0.0017040593397633346,0.17124355378075087,"LINESTRING (486762.827442 4434521.105748, 486734.324445 4434505.883026, 486731.23427 4434504.234648, 486698.206819 4434486.589249)"
110165248,110165257,0,12152586,False,North 53rd Street,residential,False,26.821,,25 mph,,,,,,,,0.0015994625612239213,8.769157676288134e-05,5.5,0.0019423235496580905,0.1638342645556852,"LINESTRING (480599.445811 4425842.275143, 480610.479587 4425866.6872)"
110165248,109913803,0,12152586,False,North 53rd Street,residential,True,240.835,,25 mph,,,,,,,,0.0020356115716664005,8.74958033839783e-05,6.5,0.001918278135294822,0.27220361688904104,"LINESTRING (480599.445811 4425842.275143, 480598.955402 4425840.811315, 480587.238141 4425809.563988, 480585.216551 4425803.642237, 480555.382844 4425716.31316, 480530.460612 4425643.333847, 480519.332272 4425615.559134)"
110165248,12560033569,0,1357061676,True,,secondary_link,False,29.982000000000003,,,,,,,,,,0.0015250067855560455,8.778446951112618e-05,5.0,0.0019541259774638487,0.14539321614793313,"LINESTRING (480599.445811 4425842.275143, 480603.822805 4425844.406113, 480608.07769 4425845.52738, 480615.444562 4425844.89817, 480617.381706 4425844.493671, 480622.80652 4425842.337741, 480627.726513 4425839.761334)"
110165257,110165248,0,12152586,False,North 53rd Street,residential,True,26.821,,25 mph,,,,,,,,0.0015994625612239213,8.769157676288134e-05,5.5,0.0019423235496580905,0.1638342645556852,"LINESTRING (480610.479587 4425866.6872, 480599.445811 4425842.275143)"
110165257,10924953345,0,1175729933,True,Parkside Avenue North,secondary,False,40.158,1,30 mph,,,,,,,,0.002997446427652731,8.767545002173308e-05,5.0,0.001981720555744345,0.24896806103783575,"LINESTRING (480610.479587 4425866.6872, 480615.353185 4425872.723786, 480617.431844 4425877.602087, 480618.296416 4425885.180555, 480618.561766 4425892.1501, 480615.561458 4425904.222435)"
110165257,12560033569,0,1357061672,False,Parkside Avenue,secondary,True,32.02,3,30 mph,,,,,,,,0.0029539269591234516,8.788562883614455e-05,5.5,0.0019963365627359295,0.2281652864338769,"LINESTRING (480610.479587 4425866.6872, 480621.521003 4425850.521031, 480627.726513 4425839.761334)"
110165287,110309988,0,12165771,False,Westminster Avenue,tertiary,False,129.59,2,,,,,,,,,0.009908524251603728,8.623871680266663e-05,6.0,0.0017750187985823979,0.20354417203444347,"LINESTRING (480644.953854 4424229.354702, 480516.128584 4424213.034557)"
110165287,110309980,0,12165771,False,Westminster Avenue,tertiary,True,60.202,2,,,,,,,,,0.008459697752095117,8.681463497624865e-05,5.5,0.001796745143402723,0.15980157043692955,"LINESTRING (480644.953854 4424229.354702, 480704.837852 4424236.639136)"
110165287,110165300,0,1284872498,True,North 53rd Street,residential,False,48.716,,,,,,,,,,0.008798890689884053,8.648456334731168e-05,4.5,0.001769559979622087,0.1276864577445714,"LINESTRING (480644.953854 4424229.354702, 480639.269393 4424277.650006)"
110165300,110230106,0,12158735,True,Pennsgrove Street,residential,False,128.724,,,,,,,,,,0.005699123313044157,8.686527864916111e-05,4.0,0.0017885860240018192,0.10147334114085177,"LINESTRING (480639.269393 4424277.650006, 480767.071311 4424295.084715)"
