X,Y,T
-75.11343811335696,40.02862520104696,0.0
-75.11728687976905,40.025269770655456,0.08924363441471499
-75.10727961648432,40.01159283595551,1.4805072257095866
-75.1270109908035,40.02730379676228,1.5552399302828517
-75.11728687976905,40.025269770655456,1.8905664651451182
-75.12327759869054,40.02763324404894,1.9240710516202706
-75.12590222847122,40.01905433179294,2.3674861329838617
-75.12429856350295,40.03168634196789,2.6034232200612126
-75.08579379468593,40.044064098503085,2.686388164880568
-75.12547056442257,40.01886474993208,2.8012311128276366
-75.1235256919463,40.026182975046346,2.86928073282622
-75.0875591506903,40.022190373483014,3.1402445868569715
-75.10993003912863,40.043247851438224,3.185036966801158
-75.10844279687336,40.043420225683434,3.7928564833841074
-75.0918340330346,40.0517269275072,4.250598570128006
-75.12429856350295,40.03168634196789,4.515377926359715
-75.10180456089577,40.04346988785224,4.5620485315952815
-75.0869027490955,40.01332095841901,5.194508624663662
-75.11229753427605,40.04179415104822,5.509243483480354
-75.12429856350295,40.03168634196789,5.774356709652079
-75.12409639841505,40.03366388451115,5.910776399695275
-75.12417190588594,40.03253482275405,5.916961539398537
-75.11642034457257,40.01918708871047,5.950022752070207
-75.10443198714968,40.03340873185923,5.958957288876883
-75.1131467952096,40.02890432790062,6.015930363598074
-75.1052731957153,40.034822282800256,6.241725720080256
-75.12098706867111,40.02117500523316,6.353499350210874
-75.08715222920945,40.017042031912126,6.580782500557974
-75.10993003912863,40.043247851438224,6.592013852335228
-75.12248549187456,40.03198552388141,6.686482251884055
-75.11670548655742,40.02376458917903,6.975345963252701
-75.12417190588594,40.03253482275405,7.01776936692836
-75.11524502503636,40.02293172170464,7.1093856945738025
-75.12420062668866,40.03198980652838,7.343699205825486
-75.09604785772915,40.01149069965754,7.5406044454898025
-75.12588870321697,40.02729485051401,8.203763285150576
-75.09224035745804,40.03241391658933,9.33567530754523
-75.10121417759142,40.04939552966231,9.38323004881942
-75.08895982005929,40.01382224005489,9.66997786797091
-75.11761300673835,40.02374629225287,10.394396419764197
-75.1165088277888,40.02550119221516,10.604440499982003
-75.10172413740673,40.0187252791957,10.639924664462807
-75.12515019548994,40.031032865507136,10.845718518655321
-75.125448924747,40.016496603749125,10.973524440695481
-75.12417190588594,40.03253482275405,11.74538520405886
-75.09190458725759,40.050304076935504,13.13400359598245
-75.12485602941554,40.048035554286265,13.529191805512376
-75.12436563690966,40.03095476483765,13.572424656726875
-75.12417190588594,40.03253482275405,14.141600879356151
-75.10993003912863,40.043247851438224,14.33080588543351
-75.10993003912863,40.043247851438224,16.189173545875313
-75.12342065117225,40.025931466845364,16.59038613174263
-75.09305723452204,40.012325397420305,16.90978412251115
-75.12590222847122,40.01905433179294,16.94306996188393
-75.10988363205999,40.04323523530675,16.96336246864869
-75.10589696306488,40.03406359042136,17.24054261251938
-75.1270109908035,40.02730379676228,17.27701550706989
-75.12588528293128,40.01891990866268,17.2943737233037
-75.10953084410679,40.043846172106186,17.49990216893363
-75.09305723452204,40.012325397420305,17.558314037431128
-75.11009753155024,40.043557916905,17.59393987070366
-75.10180456089577,40.04346988785224,17.95712837225433
-75.09717362068899,40.01441191593142,18.007864752033345
-75.12429856350295,40.03168634196789,18.065190274732352
-75.12429194354117,40.03123167447942,18.208132094839446
-75.10236343400204,40.048237087082676,18.353447069818813
-75.11229753427605,40.04179415104822,18.376751700329727
-75.08604937966906,40.04420938519048,18.377047486997323
-75.10754479540455,40.01418553989985,18.465961304370605
-75.11229753427605,40.04179415104822,18.53020377765968
-75.12588870321697,40.02729485051401,18.588123914919223
-75.10086656562605,40.013811931400866,18.671228824067093
-75.11525694247192,40.03563932851611,18.747554953818653
-75.10993003912863,40.043247851438224,19.025203620035313
-75.12429856350295,40.03168634196789,19.113043731567814
-75.12525179750942,40.01844215665317,19.159256203061986
-75.10672544671569,40.01164728208103,19.16538780580042
-75.11399176360776,40.030655249445005,19.278303856679013
-75.12415577877499,40.02150058412586,19.29658147028166
-75.125075750562,40.02233676334435,19.54342843557548
-75.10443198714968,40.03340873185923,19.90545259863634
-75.11651479696974,40.034633086950556,19.989848811164993
-75.1270109908035,40.02730379676228,20.111622484421805
-75.10984529440512,40.02623441366422,20.123044996253988
-75.11795934909154,40.027466349686144,20.65579809107782
-75.10397150414501,40.034906551846234,21.489280233923783
-75.12426153088774,40.03167983067267,22.485914367652583
-75.10220736103176,40.04842719117516,22.948241104748366
-75.12429856350295,40.03168634196789,23.074119761929378
-75.12429856350295,40.03168634196789,23.511051555228867
-75.08721927004416,40.01434603382564,23.91795086021895
-75.09976440556072,40.0184660410695,24.04875505087241
-75.08721927004416,40.01434603382564,24.153102048754885
-75.12417190588594,40.03253482275405,24.189323739830353
-75.09976440556072,40.0184660410695,24.369982217503185
-75.12417190588594,40.03253482275405,24.52252419196432
-75.11856922509072,40.0192897412158,24.55153343918743
-75.12158205443836,40.03884032773309,24.725890647810413
-75.10754479540455,40.01418553989985,24.846061972188252
-75.1023802996274,40.03211989526778,24.97907301277497
-75.1123071195617,40.04175881285948,25.292985691202137
-75.10718816269208,40.012040655411006,25.449819656927698
-75.12417190588594,40.03253482275405,26.06631500073857
-75.12329104582908,40.0402239083966,26.631649783891934
-75.09200138371159,40.05234725972125,26.6422925321989
-75.12417190588594,40.03253482275405,27.204588038494794
-75.11540629319164,40.043869567123444,27.23323613017485
-75.12315972647434,40.027119692773766,27.298362390259292
-75.12429856350295,40.03168634196789,27.887272067688894
-75.12436563690966,40.03095476483765,28.529883219032513
-75.10443198714968,40.03340873185923,29.82712584823453
-75.08777576427076,40.012260581440124,30.849942584607117
-75.12346724962752,40.025949533538736,31.799937573490013
-75.08895982005929,40.01382224005489,31.816556569231622
-75.11519735118586,40.02944053357942,33.353326964303065
-75.10066813050051,40.042836049994676,33.61141562234165
-75.08577292972195,40.018455331855584,33.8459538665401
-75.12343606111065,40.02598293495832,35.02546069147642
-75.09182453817309,40.0201595748865,35.211767942807825
-75.12359366712245,40.024082111089115,35.98862474103849
-75.08782272698528,40.04145094437589,36.91312623612777
-75.09227088806246,40.03432420597898,37.12333895833008
-75.12500895638136,40.021964414726725,37.23072574066717
-75.1165311955218,40.02512706707773,37.3140150793252
-75.09194218385596,40.03410583275326,37.90850425954718
-75.08879753040908,40.01204815329822,39.19748930571436
-75.10208548135101,40.042960121790564,39.28668257832363
-75.12417190588594,40.03253482275405,39.32102646178962
-75.1253707394852,40.03852674250657,39.72862273205602
