GEOID
421010373004
421010390013
421010003004
421010142021
421010142012
421010041042
421010087023
421019892005
421010369025
421010137023
421019809013
421010003003
421019893002
421010011023
421010137022
421010360003
421019803002
421019803003
421019809041
421010125022
421010012042
421010383011
421019892004
421010367003
421010160022
421010041031
421019807021
421010007021
421010142011
421010366003
421010007013
421010005004
421010013023
421010010024
421010390021
421010125023
421010007011
421010346002
421010132004
421019809016
421010125021
421010390012
421010137024
421019800021
421010390022
421010002004
421010013012
421010125012
421010004013
421019892001
421010002003
421010337014
421010132003
421010005003
421010188014
421010188021
421019807014
421010369014
421019809017
421010378008
421010137021
421010137012
421010004012
421010142022
421010160025
421010001022
421019892003
421019809031
421010004031
421010257004
421010010013
421010125014
421010133003
421019800012
421019809011
421019800022
421010390023
421010006002
421010391003
421010008052
421010038005
421010188011
421019800031
421010378007
421010004041
421019807013
421019892007
421019809012
421010008061
421019891002
421010369021
421010390011
421010347014
421010041015
421010378005
421010369011
421019809061
421010041041
421010125011
421010125013
421010207012
421010378006
421010013021
421010391004
421010008012
421019891004
421010188023
421010088025
421019809014
421010351003
421019892006
421010013022
421010160012
421010001012
421010001015
421010160024
421019809021
421010013024
421019807012
421010144004
421019891003
421010012041
421010160023
421010005002
421010004042
421010173003
421010390014
421010390024
421019809015
421010001023
421010125025
421010007012
421010160021
421010360002
421010125024
421010007022
421010012031
421010008062
421019807011
421010012032
421010391002
421010391001
421010122013
421010041032
421010188012
421010207013
421010001021
421010207021
421010004043
421010001013
421019800011
421010378004
421010369012
421010012043
421010001014
421010055004
421010122043
421010137011
421019809018
421010376003
421010160011
421010369023
421010002002
421010366004
421010366002
421010142023
421019893001
421010207022
421010003005
421019892002
421010369022
421010001011
421010001025
421010369026
421010004032
421010188022
421019809051
421010013011
421010207011
421010369013
421010188013
421010008051
421010117002
421010122044
421019800032
421010001024
421010369024
